"","mouse_SRR391076.counts","Symbol","Name"
"ENSMUSG00000025145",25.7972929794878,"Lrrc45","leucine rich repeat containing 45"
"ENSMUSG00000025147",49.5676557963016,"Mob2","MOB kinase activator 2"
"ENSMUSG00000025151",6.08079048802213,"Maged1","melanoma antigen, family D, 1"
"ENSMUSG00000025153",115.535019272421,"Fasn","fatty acid synthase"
"ENSMUSG00000025154",6.81785600172179,"Arhgap19","Rho GTPase activating protein 19"
"ENSMUSG00000025155",24.6916947089384,"Dus1l","dihydrouridine synthase 1-like (S. cerevisiae)"
"ENSMUSG00000025156",33.7207472517591,"Gps1","G protein pathway suppressor 1"
"ENSMUSG00000025157",23.2175636815391,"Zdhhc16","zinc finger, DHHC domain containing 16"
"ENSMUSG00000025158",9.21331892124565,"Rfng","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"ENSMUSG00000025159",131.013395060113,"Mms19","MMS19 (MET18 S. cerevisiae)"
"ENSMUSG00000025161",8.10772065069618,"Slc16a3","solute carrier family 16 (monocarboxylic acid transporters), member 3"
"ENSMUSG00000025162",124.564071815241,"Csnk1d","casein kinase 1, delta"
"ENSMUSG00000025163",16.2154413013924,"Cd7","CD7 antigen"
"ENSMUSG00000025169",2.39546291952387,"Ogfod3","2-oxoglutarate and iron-dependent oxygenase domain containing 3"
"ENSMUSG00000025171",4.79092583904774,"Ubtd1","ubiquitin domain containing 1"
"ENSMUSG00000025173",29.4826205479861,"Wdr45b","WD repeat domain 45B"
"ENSMUSG00000025178",41.4599351456054,"Pi4k2a","phosphatidylinositol 4-kinase type 2 alpha"
"ENSMUSG00000025184",23.401830059964,"R3hcc1l","R3H domain and coiled-coil containing 1 like"
"ENSMUSG00000025185",0.552799135274739,"Loxl4","lysyl oxidase-like 4"
"ENSMUSG00000025188",35.0106119007335,"Hps1","HPS1, biogenesis of lysosomal organelles complex 3 subunit 1"
"ENSMUSG00000025190",37.0375420634075,"Got1","glutamic-oxaloacetic transaminase 1, soluble"
"ENSMUSG00000025192",8.66051978597092,"Entpd7","ectonucleoside triphosphate diphosphohydrolase 7"
"ENSMUSG00000025193",3.86959394692318,"Cutc","cutC copper transporter"
"ENSMUSG00000025195",27.2714240068871,"Dnmbp","dynamin binding protein"
"ENSMUSG00000025198",5.89652410959722,"Erlin1","ER lipid raft associated 1"
"ENSMUSG00000025199",50.6732540668511,"Chuk","conserved helix-loop-helix ubiquitous kinase"
"ENSMUSG00000025200",14.925576652418,"Cwf19l1","CWF19-like 1, cell cycle control (S. pombe)"
"ENSMUSG00000025203",30.7724851969605,"Scd2","stearoyl-Coenzyme A desaturase 2"
"ENSMUSG00000025204",12.1615809760443,"Ndufb8","NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8"
"ENSMUSG00000025207",1.4741310273993,"Sema4g","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"
"ENSMUSG00000025208",18.7951705993411,"Mrpl43","mitochondrial ribosomal protein L43"
"ENSMUSG00000025209",10.8717163270699,"Twnk","twinkle mtDNA helicase"
"ENSMUSG00000025212",151.835495822128,"Sfxn3","sideroflexin 3"
"ENSMUSG00000025217",24.1388955736636,"Btrc","beta-transducin repeat containing protein"
"ENSMUSG00000025218",13.6357120034436,"Poll","polymerase (DNA directed), lambda"
"ENSMUSG00000025220",282.480358125392,"Mgea5","meningioma expressed antigen 5 (hyaluronidase)"
"ENSMUSG00000025221",34.4578127654588,"Kcnip2","Kv channel-interacting protein 2"
"ENSMUSG00000025223",317.3067036477,"Ldb1","LIM domain binding 1"
"ENSMUSG00000025224",68.5470927740677,"Gbf1","golgi-specific brefeldin A-resistance factor 1"
"ENSMUSG00000025225",156.442155282751,"Nfkb2","nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100"
"ENSMUSG00000025226",0.737065513699652,"Fbxl15","F-box and leucine-rich repeat protein 15"
"ENSMUSG00000025227",4.42239308219791,"Mfsd13a","major facilitator superfamily domain containing 13a"
"ENSMUSG00000025228",134.330189871762,"Actr1a","ARP1 actin-related protein 1A, centractin alpha"
"ENSMUSG00000025231",35.7476774144331,"Sufu","suppressor of fused homolog (Drosophila)"
"ENSMUSG00000025232",21.190633518865,"Hexa","hexosaminidase A"
"ENSMUSG00000025234",212.090601567075,"Arih1","ariadne RBR E3 ubiquitin protein ligase 1"
"ENSMUSG00000025235",12.5301137328941,"Bbs4","Bardet-Biedl syndrome 4 (human)"
"ENSMUSG00000025236",59.5180402312469,"Adpgk","ADP-dependent glucokinase"
"ENSMUSG00000025237",75.9177479110642,"Parp6","poly (ADP-ribose) polymerase family, member 6"
"ENSMUSG00000025239",74.0750841268151,"Limd1","LIM domains containing 1"
"ENSMUSG00000025240",27.639956763737,"Sacm1l","SAC1 suppressor of actin mutations 1-like (yeast)"
"ENSMUSG00000025241",53.4372497432248,"Fyco1","FYVE and coiled-coil domain containing 1"
"ENSMUSG00000025243",1.28986464897439,"Slc6a20b","solute carrier family 6 (neurotransmitter transporter), member 20B"
"ENSMUSG00000025245",21.3748998972899,"Lztfl1","leucine zipper transcription factor-like 1"
"ENSMUSG00000025246",212.459134323925,"Tbl1x","transducin (beta)-like 1 X-linked"
"ENSMUSG00000025257",1.28986464897439,"Ribc1","RIB43A domain with coiled-coils 1"
"ENSMUSG00000025260",21.7434326541397,"Hsd17b10","hydroxysteroid (17-beta) dehydrogenase 10"
"ENSMUSG00000025261",773.918789384635,"Huwe1","HECT, UBA and WWE domain containing 1"
"ENSMUSG00000025262",8.476253407546,"Fam120c","family with sequence similarity 120, member C"
"ENSMUSG00000025264",12.5301137328941,"Tsr2","TSR2 20S rRNA accumulation"
"ENSMUSG00000025265",0.921331892124566,"Fgd1","FYVE, RhoGEF and PH domain containing 1"
"ENSMUSG00000025266",43.4868653082795,"Gnl3l","guanine nucleotide binding protein-like 3 (nucleolar)-like"
"ENSMUSG00000025268",3.86959394692318,"Maged2","melanoma antigen, family D, 2"
"ENSMUSG00000025269",7.55492151542144,"Apex2","apurinic/apyrimidinic endonuclease 2"
"ENSMUSG00000025270",3.13252843322352,"Alas2","aminolevulinic acid synthase 2, erythroid"
"ENSMUSG00000025271",3.13252843322352,"Pfkfb1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
"ENSMUSG00000025277",10.8717163270699,"Abhd6","abhydrolase domain containing 6"
"ENSMUSG00000025278",96.3713159162296,"Flnb","filamin, beta"
"ENSMUSG00000025279",12.5301137328941,"Dnase1l3","deoxyribonuclease 1-like 3"
"ENSMUSG00000025280",40.9071360103307,"Polr3a","polymerase (RNA) III (DNA directed) polypeptide A"
"ENSMUSG00000025283",59.7023066096719,"Sat1","spermidine/spermine N1-acetyl transferase 1"
"ENSMUSG00000025287",32.4308826027847,"Acot9","acyl-CoA thioesterase 9"
"ENSMUSG00000025289",7.0021223801467,"Prdx4","peroxiredoxin 4"
"ENSMUSG00000025290",2000.21153780243,"Rps24","ribosomal protein S24"
"ENSMUSG00000025314",20.8221007620152,"Ptprj","protein tyrosine phosphatase, receptor type, J"
"ENSMUSG00000025316",35.5634110360082,"Banp","BTG3 associated nuclear protein"
"ENSMUSG00000025321",15.6626421661176,"Itgb8","integrin beta 8"
"ENSMUSG00000025323",101.715040890552,"Sp4","trans-acting transcription factor 4"
"ENSMUSG00000025324",27.0871576284622,"Atp10a","ATPase, class V, type 10A"
"ENSMUSG00000025326",65.0460315839943,"Ube3a","ubiquitin protein ligase E3A"
"ENSMUSG00000025328",0.737065513699652,"Padi3","peptidyl arginine deiminase, type III"
"ENSMUSG00000025329",0.921331892124566,"Padi1","peptidyl arginine deiminase, type I"
"ENSMUSG00000025330",1.10559827054948,"Padi4","peptidyl arginine deiminase, type IV"
"ENSMUSG00000025332",107.980097756999,"Kdm5c","lysine (K)-specific demethylase 5C"
"ENSMUSG00000025337",49.0148566610269,"Sbds","SBDS ribosome assembly guanine nucleotide exchange factor"
"ENSMUSG00000025340",24.8759610873633,"Rabgef1","RAB guanine nucleotide exchange factor (GEF) 1"
"ENSMUSG00000025348",10.50318357022,"Itga7","integrin alpha 7"
"ENSMUSG00000025350",7.0021223801467,"Rdh5","retinol dehydrogenase 5"
"ENSMUSG00000025352",8.84478616439583,"Gdf11","growth differentiation factor 11"
"ENSMUSG00000025353",6.26505686644705,"Ormdl2","ORM1-like 2 (S. cerevisiae)"
"ENSMUSG00000025354",66.7044289898186,"Dnajc14","DnaJ heat shock protein family (Hsp40) member C14"
"ENSMUSG00000025355",1.84266378424913,"Mmp19","matrix metallopeptidase 19"
"ENSMUSG00000025357",1139.13475142281,"Dgka","diacylglycerol kinase, alpha"
"ENSMUSG00000025358",37.2218084418325,"Cdk2","cyclin-dependent kinase 2"
"ENSMUSG00000025359",55.2799135274739,"Pmel","premelanosome protein"
"ENSMUSG00000025362",692.657316499248,"Rps26","ribosomal protein S26"
"ENSMUSG00000025364",71.4953548288663,"Pa2g4","proliferation-associated 2G4"
"ENSMUSG00000025366",156.442155282751,"Esyt1","extended synaptotagmin-like protein 1"
"ENSMUSG00000025369",246.364147954109,"Smarcc2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2"
"ENSMUSG00000025371",9.39758529967057,"Chmp6","charged multivesicular body protein 6"
"ENSMUSG00000025372",21.7434326541397,"Baiap2","brain-specific angiogenesis inhibitor 1-associated protein 2"
"ENSMUSG00000025373",28.5612886558615,"Rnf41","ring finger protein 41"
"ENSMUSG00000025374",29.666886926411,"Nabp2","nucleic acid binding protein 2"
"ENSMUSG00000025377",27.4556903853121,"Tepsin","TEPSIN, adaptor related protein complex 4 accessory protein"
"ENSMUSG00000025381",13.2671792465937,"Cnpy2","canopy FGF signaling regulator 2"
"ENSMUSG00000025384",23.0332973031141,"Faap100","Fanconi anemia core complex associated protein 100"
"ENSMUSG00000025393",395.988447235138,"Atp5b","ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit"
"ENSMUSG00000025395",13.6357120034436,"Prim1","DNA primase, p49 subunit"
"ENSMUSG00000025401",0.552799135274739,"Myo1a","myosin IA"
"ENSMUSG00000025402",25.0602274657882,"Nab2","Ngfi-A binding protein 2"
"ENSMUSG00000025403",56.7540445548732,"Shmt2","serine hydroxymethyltransferase 2 (mitochondrial)"
"ENSMUSG00000025404",143.912041549857,"R3hdm2","R3H domain containing 2"
"ENSMUSG00000025407",0.737065513699652,"Gli1","GLI-Kruppel family member GLI1"
"ENSMUSG00000025408",13.2671792465937,"Ddit3","DNA-damage inducible transcript 3"
"ENSMUSG00000025409",87.7107961302586,"Mbd6","methyl-CpG binding domain protein 6"
"ENSMUSG00000025410",89.9219926713576,"Dctn2","dynactin 2"
"ENSMUSG00000025413",29.8511533048359,"Ttc4","tetratricopeptide repeat domain 4"
"ENSMUSG00000025417",46.8036601199279,"Pip4k2c","phosphatidylinositol-5-phosphate 4-kinase, type II, gamma"
"ENSMUSG00000025420",0.552799135274739,"Katnal2","katanin p60 subunit A-like 2"
"ENSMUSG00000025421",11.2402490839197,"Hdhd2","haloacid dehalogenase-like hydrolase domain containing 2"
"ENSMUSG00000025422",92.1331892124566,"Agap2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
"ENSMUSG00000025423",98.0297133220538,"Pias2","protein inhibitor of activated STAT 2"
"ENSMUSG00000025428",281.006227097993,"Atp5a1","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1"
"ENSMUSG00000025429",8.10772065069618,"Pstpip2","proline-serine-threonine phosphatase-interacting protein 2"
"ENSMUSG00000025432",7.37065513699652,"Avil","advillin"
"ENSMUSG00000025436",2.94826205479861,"Atp23","ATP23 metallopeptidase and ATP synthase assembly factor homolog"
"ENSMUSG00000025437",49.9361885531515,"Usp33","ubiquitin specific peptidase 33"
"ENSMUSG00000025439",20.6378343835903,"Clns1a","chloride channel, nucleotide-sensitive, 1A"
"ENSMUSG00000025450",5.15945859589757,NA,NA
"ENSMUSG00000025451",30.9567515753854,"Paip1","polyadenylate binding protein-interacting protein 1"
"ENSMUSG00000025453",1.65839740582422,"Nnt","nicotinamide nucleotide transhydrogenase"
"ENSMUSG00000025461",4.42239308219791,"Cd163l1","CD163 molecule-like 1"
"ENSMUSG00000025464",7.37065513699652,"Paox","polyamine oxidase (exo-N4-amino)"
"ENSMUSG00000025465",16.3997076798173,"Echs1","enoyl Coenzyme A hydratase, short chain, 1, mitochondrial"
"ENSMUSG00000025466",1.28986464897439,"Fuom","fucose mutarotase"
"ENSMUSG00000025470",31.87808346751,"Zfp511","zinc finger protein 511"
"ENSMUSG00000025473",11.9773145976194,"Adam8","a disintegrin and metallopeptidase domain 8"
"ENSMUSG00000025474",34.0892800086089,"Tubgcp2","tubulin, gamma complex associated protein 2"
"ENSMUSG00000025477",26.5343584931875,"Inpp5a","inositol polyphosphate-5-phosphatase A"
"ENSMUSG00000025484",17.8738387072166,"Bet1l","Bet1 golgi vesicular membrane trafficking protein like"
"ENSMUSG00000025485",67.810027260368,"Ric8a","RIC8 guanine nucleotide exchange factor A"
"ENSMUSG00000025486",4.97519221747265,"Sirt3","sirtuin 3"
"ENSMUSG00000025487",37.7746075771072,"Psmd13","proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"
"ENSMUSG00000025491",2.94826205479861,"Ifitm1","interferon induced transmembrane protein 1"
"ENSMUSG00000025492",1.65839740582422,"Ifitm3","interferon induced transmembrane protein 3"
"ENSMUSG00000025494",39.9858041182061,"Sigirr","single immunoglobulin and toll-interleukin 1 receptor (TIR) domain"
"ENSMUSG00000025495",11.9773145976194,"Ptdss2","phosphatidylserine synthase 2"
"ENSMUSG00000025498",18.2423714640664,"Irf7","interferon regulatory factor 7"
"ENSMUSG00000025499",12.3458473544692,"Hras","Harvey rat sarcoma virus oncogene"
"ENSMUSG00000025500",4.60665946062283,"Lmntd2","lamin tail domain containing 2"
"ENSMUSG00000025503",43.8553980651293,"Taldo1","transaldolase 1"
"ENSMUSG00000025505",23.9546291952387,"Tmem80","transmembrane protein 80"
"ENSMUSG00000025507",6.81785600172179,"Pidd1","p53 induced death domain protein 1"
"ENSMUSG00000025508",455.69075384481,"Rplp2","ribosomal protein, large P2"
"ENSMUSG00000025509",98.7667788357534,"Pnpla2","patatin-like phospholipase domain containing 2"
"ENSMUSG00000025510",11.0559827054948,"Cd151","CD151 antigen"
"ENSMUSG00000025511",2.94826205479861,"Tspan4","tetraspanin 4"
"ENSMUSG00000025512",11.2402490839197,"Chid1","chitinase domain containing 1"
"ENSMUSG00000025521",18.6109042209162,"Tmem192","transmembrane protein 192"
"ENSMUSG00000025525",14.3727775171432,"Apool","apolipoprotein O-like"
"ENSMUSG00000025531",53.8057825000746,"Chm","choroidermia (RAB escort protein 1)"
"ENSMUSG00000025532",21.7434326541397,"Crcp","calcitonin gene-related peptide-receptor component protein"
"ENSMUSG00000025533",18.6109042209162,"Asl","argininosuccinate lyase"
"ENSMUSG00000025534",16.7682404366671,"Gusb","glucuronidase, beta"
"ENSMUSG00000025538",8.10772065069618,"Sumf2","sulfatase modifying factor 2"
"ENSMUSG00000025544",74.25935050524,"Tm9sf2","transmembrane 9 superfamily member 2"
"ENSMUSG00000025545",2.94826205479861,"Clybl","citrate lyase beta like"
"ENSMUSG00000025555",12.1615809760443,"Farp1","FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)"
"ENSMUSG00000025558",30.2196860616857,"Dock9","dedicator of cytokinesis 9"
"ENSMUSG00000025571",197.902090428357,"Tnrc6c","trinucleotide repeat containing 6C"
"ENSMUSG00000025572",89.5534599145078,"Tmc6","transmembrane channel-like gene family 6"
"ENSMUSG00000025574",9.58185167809548,"Tk1","thymidine kinase 1"
"ENSMUSG00000025575",76.8390798031888,"Cant1","calcium activated nucleotidase 1"
"ENSMUSG00000025577",15.2941094092678,"Cbx2","chromobox 2"
"ENSMUSG00000025578",3.50106119007335,"Cbx8","chromobox 8"
"ENSMUSG00000025579",23.2175636815391,"Gaa","glucosidase, alpha, acid"
"ENSMUSG00000025580",67.0729617466684,"Eif4a3","eukaryotic translation initiation factor 4A3"
"ENSMUSG00000025582",2.21119654109896,"Nptx1","neuronal pentraxin 1"
"ENSMUSG00000025583",66.8886953682435,"Rptor","regulatory associated protein of MTOR, complex 1"
"ENSMUSG00000025584",33.1679481164844,"Pde8a","phosphodiesterase 8A"
"ENSMUSG00000025591",8.84478616439583,"Tma16","translation machinery associated 16"
"ENSMUSG00000025597",1.10559827054948,"Klhl4","kelch-like 4"
"ENSMUSG00000025602",1.4741310273993,"Zfp202","zinc finger protein 202"
"ENSMUSG00000025607",28.9298214127114,"Copg2","coatomer protein complex, subunit gamma 2"
"ENSMUSG00000025608",2.02693016267404,"Podxl","podocalyxin-like"
"ENSMUSG00000025609",98.2139797004787,"Mkln1","muskelin 1, intracellular mediator containing kelch motifs"
"ENSMUSG00000025612",68.7313591524926,"Bach1","BTB and CNC homology 1, basic leucine zipper transcription factor 1"
"ENSMUSG00000025613",91.3961236987569,"Cct8","chaperonin containing Tcp1, subunit 8 (theta)"
"ENSMUSG00000025616",55.2799135274739,"Usp16","ubiquitin specific peptidase 16"
"ENSMUSG00000025626",42.9340661730048,"Phf6","PHD finger protein 6"
"ENSMUSG00000025630",40.9071360103307,"Hprt","hypoxanthine guanine phosphoribosyl transferase"
"ENSMUSG00000025645",2.39546291952387,"Ccdc51","coiled-coil domain containing 51"
"ENSMUSG00000025646",1.28986464897439,"Atrip","ATR interacting protein"
"ENSMUSG00000025647",1241.03405869179,"Shisa5","shisa family member 5"
"ENSMUSG00000025648",10.1346508133702,"Pfkfb4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
"ENSMUSG00000025650",1.84266378424913,"Col7a1","collagen, type VII, alpha 1"
"ENSMUSG00000025651",73.5222849915403,"Uqcrc1","ubiquinol-cytochrome c reductase core protein 1"
"ENSMUSG00000025656",2.21119654109896,"Arhgef9","CDC42 guanine nucleotide exchange factor (GEF) 9"
"ENSMUSG00000025702",2.39546291952387,"March8","membrane-associated ring finger (C3HC4) 8"
"ENSMUSG00000025722",16.2154413013924,"Wdr73","WD repeat domain 73"
"ENSMUSG00000025723",2.94826205479861,"Nmb","neuromedin B"
"ENSMUSG00000025724",74.9964160189396,"Sec11a","SEC11 homolog A, signal peptidase complex subunit"
"ENSMUSG00000025728",45.6980618493785,"Pigq","phosphatidylinositol glycan anchor biosynthesis, class Q"
"ENSMUSG00000025730",20.6378343835903,"Rab40c","Rab40C, member RAS oncogene family"
"ENSMUSG00000025731",6.26505686644705,"Mettl26","methyltransferase like 26"
"ENSMUSG00000025733",24.1388955736636,"Rhot2","ras homolog family member T2"
"ENSMUSG00000025735",0.737065513699652,"Rhbdl1","rhomboid, veinlet-like 1 (Drosophila)"
"ENSMUSG00000025736",7.73918789384635,"Jmjd8","jumonji domain containing 8"
"ENSMUSG00000025737",25.7972929794878,"Wdr24","WD repeat domain 24"
"ENSMUSG00000025742",46.9879264983528,"Prps2","phosphoribosyl pyrophosphate synthetase 2"
"ENSMUSG00000025743",16.7682404366671,"Sdc3","syndecan 3"
"ENSMUSG00000025745",121.247277003593,"Hadha","hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit"
"ENSMUSG00000025747",5.71225773117231,"Tyms","thymidylate synthase"
"ENSMUSG00000025754",0.552799135274739,"Agbl1","ATP/GTP binding protein-like 1"
"ENSMUSG00000025757",54.1743152569245,"Hspa4l","heat shock protein 4 like"
"ENSMUSG00000025758",10.3189171917951,"Plk4","polo-like kinase 4"
"ENSMUSG00000025759",9.58185167809548,"Mfsd8","major facilitator superfamily domain containing 8"
"ENSMUSG00000025762",14.3727775171432,"Larp1b","La ribonucleoprotein domain family, member 1B"
"ENSMUSG00000025764",45.5137954709535,"Jade1","jade family PHD finger 1"
"ENSMUSG00000025766",9.21331892124565,"D3Ertd751e","DNA segment, Chr 3, ERATO Doi 751, expressed"
"ENSMUSG00000025779",4.79092583904774,"Ly96","lymphocyte antigen 96"
"ENSMUSG00000025780",0.737065513699652,"Itih5","inter-alpha (globulin) inhibitor H5"
"ENSMUSG00000025781",77.5761453168884,"Atp5c1","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1"
